opponent,result,win,loss,margin,location,opponent rating
Georgia Tech,0,7,5,41,NEUTRAL,0.516615419776849
Miami FL,0,7,5,77,NEUTRAL,0.531011139219348
North Carolina,0,2,9,23,NEUTRAL,0.260103629746808
Pittsburgh,0,7,5,26,NEUTRAL,0.535438146571466
Virginia,0,7,5,29,NEUTRAL,0.516078934477383
Virginia Tech,0,5,6,45,NEUTRAL,0.385837967824768
Florida,0,9,3,47,NEUTRAL,0.646500981411137
Florida,0,9,3,53,NEUTRAL,0.646500981411137
Georgia,0,11,1,45,NEUTRAL,0.874561638333721
Kentucky,0,9,3,38,NEUTRAL,0.658780584665737
Missouri,0,8,4,37,NEUTRAL,0.708790850528775
South Carolina,0,6,5,40,NEUTRAL,0.536986751200765
Tennessee,0,5,7,56,NEUTRAL,0.426627089308107
Vanderbilt,0,6,6,4,NEUTRAL,0.536221903136869
Fresno St,0,10,2,66,NEUTRAL,0.693259648607032
Hawaii,0,8,5,21,NEUTRAL,0.423604217358159
Nevada,0,7,5,53,NEUTRAL,0.44143343852476
San Diego St,0,7,5,14,NEUTRAL,0.477646551055897
UNLV,0,4,8,29,NEUTRAL,0.245661928174655
Houston,0,8,4,56,NEUTRAL,0.527775711043032
Memphis,0,8,4,52,NEUTRAL,0.572183215691619
Navy,0,3,9,30,NEUTRAL,0.32517976716613
SMU,0,5,7,36,NEUTRAL,0.345738733150114
Tulane,0,6,6,25,NEUTRAL,0.41598389157235
Tulsa,0,3,9,11,NEUTRAL,0.254788875736296
Illinois,0,4,8,20,NEUTRAL,0.252932074909808
Iowa,0,8,4,24,NEUTRAL,0.643519453764994
Nebraska,0,4,8,36,NEUTRAL,0.412968926754821
Louisiana Tech,0,7,5,37,NEUTRAL,0.441544415030343
North Texas,0,9,3,42,NEUTRAL,0.563591552849468
Rice,0,2,11,3,NEUTRAL,0.0927655080211597
Southern Miss,0,6,5,48,NEUTRAL,0.350273368238856
UAB,0,9,3,52,NEUTRAL,0.508906703560622
