opponent,result,win,loss,margin,location,opponent rating
Virginia Tech,0,4,6,45,NEUTRAL,0.366584069726255
Florida,0,8,3,47,NEUTRAL,0.619834958162607
Florida,0,8,3,53,NEUTRAL,0.619834958162607
Georgia,0,10,1,45,NEUTRAL,0.864515844502137
Kentucky,0,8,3,38,NEUTRAL,0.645764813980167
Missouri,0,7,4,37,NEUTRAL,0.693299232026531
South Carolina,0,6,4,40,NEUTRAL,0.546979698064861
Tennessee,0,5,6,56,NEUTRAL,0.45542769852394
Vanderbilt,0,5,6,4,NEUTRAL,0.503397358370259
Fresno St,0,9,2,66,NEUTRAL,0.697863884812955
Hawaii,0,7,5,21,NEUTRAL,0.398024205014818
Nevada,0,7,4,53,NEUTRAL,0.460652032788472
San Diego St,0,7,4,14,NEUTRAL,0.499715463750643
UNLV,0,3,8,29,NEUTRAL,0.210815093519403
Houston,0,8,3,56,NEUTRAL,0.568766378207422
Memphis,0,7,4,52,NEUTRAL,0.533502197693441
Navy,0,3,8,30,NEUTRAL,0.288757307005369
SMU,0,5,6,36,NEUTRAL,0.363842372467035
Tulane,0,5,6,25,NEUTRAL,0.43261421452269
Tulsa,0,2,9,11,NEUTRAL,0.218116452544852
Illinois,0,4,7,20,NEUTRAL,0.247589566186427
Iowa,0,7,4,24,NEUTRAL,0.6467574083397
Nebraska,0,4,7,36,NEUTRAL,0.425057447904111
Louisiana Tech,0,7,4,37,NEUTRAL,0.498743759975181
North Texas,0,8,3,42,NEUTRAL,0.567131766383688
Rice,0,1,11,3,NEUTRAL,0.0490021208262123
Southern Miss,0,5,5,48,NEUTRAL,0.335709102219084
UAB,0,9,2,52,NEUTRAL,0.550737444439844
